City    Country Date    Latitude    Longitude   Max Temp(f) Humidity    Wind Speed  Cloudiness
88  La Reforma  MX  1586068284  18.1    -91.02  79.12   56  10.13   52
89  Zhigansk    RU  1586068284  66.77   123.37  16.32   91  6.64    98
90  Chui    UY  1586068284  -33.7   -53.46  61.57   80  7.74    0
91  Davila  PH  1586068284  18.47   120.58  87.8    66  8.05    20
92  Saint George    US  1586068252  37.1    -113.58 57.99   27  9.17    1
93  Carnarvon   AU  1586068184  -24.87  113.63  80.6    61  14.99   75
94  Muros   ES  1586068285  42.78   -9.06   59.0    87  11.41   90
95  East London ZA  1586068212  -33.02  27.91   68.0    72  6.93    1
96  Grindavik   IS  1586068285  63.84   -22.43  24.8    100 26.4    90
97  Le Port RE  1586068286  -20.94  55.29   84.2    66  14.99   20
98  Mossamedes  AO  1586068286  -15.2   12.15   72.72   73  1.66    10
99  Kapaa   US  1586068205  22.08   -159.32 75.2    88  4.03    1
100 Champerico  GT  1586068286  14.3    -91.92  80.58   78  7.4 1
101 Barrow  US  1586068223  71.29   -156.79 17.6    78  16.11   90
102 Constituci—n    CL  1586068286  -35.33  -72.42  53.55   66  5.75    39
103 Necochea    AR  1586068194  -38.55  -58.74  50.0    90  1.01    34
104 Lebu    CL  1586068197  -37.62  -73.65  53.47   77  14.0    1
105 Kruisfontein    ZA  1586068219  -34.0   24.73   64.17   80  11.63   46
106 Belovo  RU  1586068287  54.42   86.3    40.78   64  7.0 0
107 Puerto Salgar   CO  1586068287  5.46    -74.65  76.24   75  1.34    82
108 Manali  IN  1586068288  13.17   80.27   91.4    63  9.17    40
109 Igarka  RU  1586068288  67.47   86.58   33.67   98  18.52   100
110 Maningrida  AU  1586068288  -12.07  134.27  88.09   61  11.1    88
111 Saskylakh   RU  1586068208  71.92   114.08  22.96   95  12.33   75
112 Asw?n   EG  1586068288  24.09   32.91   73.4    12  3.36    0
113 Faanui  PF  1586068289  -16.48  -151.75 83.53   73  6.4 15
114 Tuktoyaktuk CA  1586068214  69.45   -133.04 12.2    66  16.11   5
115 Evansville  US  1586068289  37.97   -87.56  50.0    81  5.82    90
116 Ushuaia AR  1586067979  -54.8   -68.3   39.2    80  18.34   20
117 Hamilton    US  1586068050  39.18   -84.53  55.99   76  6.93    90
118 Markova UA  1586068290  48.68   24.41   37.4    69  4.05    73
119 Presidencia Roque S‡enz Pe–a    AR  1586068290  -26.79  -60.44  60.48   63  4.52    11
120 Shing?  JP  1586068290  33.73   135.98  57.2    38  20.8    20
121 Kununurra   AU  1586068185  -15.77  128.73  98.6    44  6.93    75
122 Pangnirtung CA  1586068290  66.15   -65.71  9.09    72  8.43    26
123 Katsuura    JP  1586068291  35.13   140.3   51.01   87  17.22   75
124 Kirakira    SB  1586068291  -10.45  161.92  82.53   81  13.4    100
125 Clyde River CA  1586068223  70.47   -68.59  5.0 84  28.86   1
126 New Norfolk AU  1586068182  -42.78  147.06  55.4    43  10.29   20
127 Bonavista   CA  1586068291  48.65   -53.11  26.01   87  4.0 100
128 Banda Aceh  ID  1586068256  5.56    95.32   89.24   55  5.82    32
129 Atuona  PF  1586068193  -9.8    -139.03 82.08   76  13.13   34
130 Iqaluit CA  1586068292  63.75   -68.51  -4.0    70  16.11   5
131 Khatanga    RU  1586068229  71.97   102.5   32.2    99  15.52   100
132 Ancud   CL  1586068199  -41.87  -73.82  48.2    100 8.05    90
133 Edson   CA  1586068208  53.58   -116.44 14.0    78  9.17    40
134 Wanning CN  1586068293  18.8    110.4   77.99   81  12.73   73
135 Bariloche   AR  1586068217  -41.15  -71.31  44.6    56  10.29   11
136 Upernavik   GL  1586068188  72.79   -56.15  6.98    78  8.37    0
137 Manakara    MG  1586068293  -22.13  48.02   75.81   75  3.96    98
138 Mar del Plata   AR  1586068196  -38.0   -57.56  64.0    93  5.01    90
139 Syas 'stroy  RU  1586068294  60.14   32.57   33.44   84  14.81   32
140 Ganzhou CN  1586068294  28.82   115.43  64.08   59  7.43    95
141 Peru    US  1586068051  40.75   -86.07  41.0    100 5.82    90
142 Salalah OM  1586068213  17.02   54.09   82.4    69  8.05    18
143 Hithadhoo   MV  1586068179  -0.6    73.08   82.69   74  7.43    94
144 Port Elizabeth  ZA  1586068203  -33.92  25.57   66.2    82  18.34   20
145 Touros  BR  1586068295  -5.2    -35.46  77.0    100 2.24    40
146 Lompoc  US  1586068295  34.64   -120.46 53.6    93  3.36    24
147 Machico PT  1586068296  32.7    -16.77  64.4    88  5.82    20
148 Cherskiy    RU  1586068203  68.75   161.3   1.78    90  3.8 52
149 Oancea  RO  1586068296  45.92   28.1    49.93   49  14.5    47
150 Tuatapere   NZ  1586068296  -46.13  167.68  62.01   76  4.0 100
151 ArkhangelÕskoye RU  1586068296  55.85   35.33   35.31   70  13.6    90
152 Malangali   TZ  1586068297  -8.57   34.85   68.61   53  5.86    9
153 Avallon FR  1586068297  47.48   3.9 41.85   73  5.64    0
154 Garoowe SO  1586068297  8.41    48.48   79.47   49  13.35   75
155 Hay River   CA  1586068297  60.82   -115.8  1.4 77  3.96    75
156 Muisne  EC  1586068206  0.6 -80.03  77.49   82  3.51    100
157 Balabac PH  1586068206  7.99    117.06  86.76   64  13.27   0
158 Requena ES  1586068298  39.49   -1.1    52.0    87  3.36    20
159 Jizan   SA  1586068298  17.33   42.67   89.6    66  4.7 20
160 Wadd?n  LY  1586068299  29.16   16.14   54.55   70  7.09    1
161 Narsaq  GL  1586068299  60.92   -46.05  23.0    41  56.37   98
162 Zambezi ZM  1586068087  -13.54  23.1    65.41   66  4.5 95
163 Halifax CA  1586068071  44.65   -63.57  30.99   86  8.05    90
164 Sungai Penuh    ID  1586068299  -2.08   101.38  79.99   44  2.13    89
165 Viedma  AR  1586068094  -40.81  -63.0   55.02   64  10.36   55
166 Zhangjiakou CN  1586068300  40.81   114.88  61.63   21  3.78    31
167 Bubaque GW  1586068300  11.28   -15.83  78.42   70  8.03    0
168 Avarua  CK  1586068188  -21.21  -159.78 82.4    88  13.87   100
169 Tiksi   RU  1586068300  71.69   128.87  8.26    90  12.33   90
170 Talnakh RU  1586068192  69.49   88.4    32.0    92  26.84   100
171 Guayaramer’n    BO  1586068301  -10.84  -65.36  74.07   87  0.98    64
172 Nanortalik  GL  1586068192  60.14   -45.24  26.53   81  41.63   91
173 Yangi Marg`ilon UZ  1586068301  40.43   71.72   68.0    49  6.93    73
174 Cidreira    BR  1586068301  -30.18  -50.21  65.79   77  7.96    0
175 Teya    RU  1586068302  60.38   92.63   35.47   86  7.99    55
176 Talagang    PK  1586068302  32.93   72.42   78.22   33  3.31    77
177 Soledade    BR  1586068222  -28.82  -52.51  50.67   66  3.67    0
178 Virginia Beach  US  1586067749  36.85   -75.98  48.99   87  7.81    20
179 Carballo    ES  1586068302  43.21   -8.69   60.01   76  17.22   40
180 Puerto El Triunfo   SV  1586068172  13.28   -88.55  80.6    88  1.12    75
181 Port Hardy  CA  1586068303  50.7    -127.42 39.2    69  9.17    40
182 Corrente    BR  1586068303  -3.74   -43.34  73.99   96  1.52    90
183 Casta–os    MX  1586068303  26.78   -101.42 60.01   92  3.04    97
184 Gizo Government Station SB  1586068303  -8.1    156.84  82.62   73  14.07   42
185 Dul 'durga   RU  1586068304  50.68   113.59  50.68   31  12.97   37
186 Sovetskoye  RU  1586068304  52.29   85.41   40.64   85  7.83    81
187 Mau‡    BR  1586068127  -23.67  -46.46  71.01   82  4.7 20
188 S‹o Raimundo Nonato BR  1586068304  -9.02   -42.7   73.36   84  1.7 67
189 Butaritari  KI  1586068183  3.07    172.79  83.95   74  7.94    95
190 Ishigaki    JP  1586068305  24.34   124.16  68.0    77  14.99   75
191 Fonte Boa   BR  1586068305  -2.5    -66.27  74.3    95  1.9 100
192 Kahului US  1586068201  20.89   -156.47 75.2    83  5.82    40
193 Longyearbyen    SJ  1586068305  78.22   15.64   3.2 59  3.36    75
194 Kaitangata  NZ  1586068306  -46.28  169.85  57.0    89  4.0 95
195 Taranc—n    ES  1586068306  40.01   -3.01   48.99   81  2.24    90
196 Cabedelo    BR  1586068306  -6.98   -34.83  78.8    100 3.36    75
197 Antofagasta CL  1586068077  -23.65  -70.4   68.0    68  13.87   30
198 Qaanaaq GL  1586068213  77.48   -69.36  13.64   79  9.84    100
199 Vaini   TO  1586068183  -21.2   -175.2  75.2    73  6.93    75
200 Borogontsy  RU  1586068307  62.67   131.17  21.65   93  11.79   100
201 Lorengau    PG  1586068307  -2.02   147.27  83.73   76  9.57    65
202 Ponta do Sol    PT  1586068226  32.67   -17.1   62.6    88  5.82    20
203 Tawao   MY  1586068308  4.25    117.89  84.2    83  4.7 20
204 Mount Gambier   AU  1586068103  -37.83  140.77  57.2    87  17.22   75
205 Gorodets    RU  1586068308  56.65   43.48   42.01   44  6.71    20
206 Torbay  CA  1586068195  47.67   -52.73  28.0    85  6.93    90
207 Cayenne GF  1586068218  4.93    -52.33  80.6    78  4.7 40
208 Kiunga  PG  1586068309  -6.12   141.29  83.93   87  3.58    42
209 Mae Chan    TH  1586068309  20.15   99.85   97.0    41  4.7 23
210 Fairbanks   US  1586068202  64.84   -147.72 34.0    100 3.36    90
211 Saw?kin SD  1586068309  19.11   37.33   77.77   71  7.94    87
212 Ariquemes   BR  1586068310  -9.91   -63.04  73.65   91  0.96    98
213 Aykhal  RU  1586068221  66.0    111.5   30.2    86  11.18   90
214 Douglas US  1586068310  41.3    -96.17  37.99   69  6.29    1
215 Casper  US  1586068310  42.87   -106.31 30.2    86  5.82    20
216 Abdulino    RU  1586068311  53.7    53.67   36.19   91  5.14    89
217 Richards Bay    ZA  1586068230  -28.78  32.04   70.7    82  14.5    4
218 Vestmannaeyjar  IS  1586068196  63.44   -20.27  29.52   97  21.34   100
219 Eyl SO  1586068311  7.98    49.82   83.64   62  14.92   60
220 Sitka   US  1586068311  57.05   -135.33 37.4    69  8.05    20
221 Guerrero Negro  MX  1586068108  27.98   -114.06 58.69   81  14.88   24
222 Cape Town   ZA  1586067940  -33.93  18.42   63.0    93  4.7 75
223 Port Blair  IN  1586068196  11.67   92.75   83.71   69  7.81    4
224 L‡zaro C‡rdenas MX  1586068034  17.96   -102.2  71.82   81  3.15    0
225 Yoichi  JP  1586068313  43.2    140.77  48.99   49  14.99   40
226 Hobyo   SO  1586068109  5.35    48.53   86.05   61  16.69   40
227 Inuvik  CA  1586068313  68.35   -133.72 19.4    57  9.17    5
228 Issum   DE  1586068313  51.53   6.43    46.99   65  6.93    0
229 Pisco   PE  1586068313  -13.7   -76.22  71.6    88  5.82    90
230 Kouqian CN  1586068314  43.64   126.46  46.17   39  10.29   0
231 Abu Samrah  SY  1586068314  35.3    37.18   63.64   32  16.04   100
232 Ribeira Grande  PT  1586068190  38.52   -28.7   58.12   74  5.17    35
233 Ozuluama de Mascare–as  MX  1586068314  21.67   -97.85  74.68   93  4.88    39
234 Baijiantan  CN  1586068076  45.63   85.18   66.07   21  4.63    96
235 Tasiilaq    GL  1586068193  65.61   -37.64  12.2    47  3.36    4
236 Vaitape PF  1586068020  -16.52  -151.75 84.38   73  6.38    14
237 Saint-Franois  FR  1586068315  46.42   3.91    36.0    86  2.24    0
238 Kutum   SD  1586068198  14.2    24.67   78.03   10  9.15    94
239 Camaari    BR  1586068316  -12.7   -38.32  80.6    94  3.36    20
240 Lakes Entrance  AU  1586068316  -37.88  147.98  61.0    61  13.0    72
241 Karwar  IN  1586068316  14.8    74.13   88.21   56  5.93    53
242 Soyo    AO  1586068316  -6.13   12.37   78.8    94  9.26    75
243 Sol '-Iletsk RU  1586068316  51.16   54.99   50.95   53  10.27   0
244 Timbiqu’    CO  1586068316  2.77    -77.67  77.4    87  3.36    96
245 Champasak   LA  1586068317  14.75   106.0   96.8    34  2.24    20
246 Sobolevo    RU  1586068317  54.43   31.9    36.12   71  15.08   21
247 Kichmengskiy Gorodok    RU  1586068317  59.98   45.79   33.73   82  7.56    0
248 Geraldton   AU  1586068209  -28.77  114.6   84.2    42  13.87   38
249 Pimentel    PE  1586068318  -6.84   -79.93  72.19   80  8.72    33
250 Leningradskiy   RU  1586068204  69.38   178.42  1.83    90  20.15   100
251 Savannah Bight  HN  1586068318  16.45   -85.85  79.97   80  25.99   1
252 Esperance   AU  1586068318  -33.87  121.9   68.0    45  8.05    99
253 Ruteng  ID  1586068319  -8.61   120.47  74.08   64  2.37    19
254 Biltine TD  1586068319  14.53   20.92   89.69   10  8.16    98
255 Novikovo    RU  1586068319  51.15   37.89   41.95   61  8.19    0
256 Novyy Urgal RU  1586068319  51.07   132.56  37.92   62  2.13    0
257 Luangwa ZM  1586068320  -15.62  30.42   74.98   63  3.53    4
258 Provideniya RU  1586068320  64.38   -173.3  11.86   93  17.27   100
259 Khovd   MN  1586068320  48.01   91.64   47.98   23  6.17    0
260 Vao NC  1586068320  -22.67  167.48  77.72   80  24.29   20
261 Aquidauana  BR  1586068321  -20.47  -55.79  71.76   74  1.43    0
262 Klaksv’k    FO  1586068219  62.23   -6.59   44.6    87  28.86   100
263 Airai   TL  1586068211  -8.93   125.41  73.09   55  4.05    15
264 Yaan    NG  1586068321  7.38    8.57    78.53   75  4.63    95
265 Sabang  ID  1586068322  5.89    95.32   85.71   68  10.27   35
266 Bowen   AU  1586068322  -20.02  148.23  86.0    55  11.41   40
267 Maragogi    BR  1586068322  -9.01   -35.22  80.65   85  6.71    100
268 Avera   US  1586068322  33.19   -82.53  60.8    67  3.36    1
269 Lincoln US  1586068206  40.8    -96.67  37.4    69  4.7 1
270 Omegna  IT  1586068323  45.88   8.41    54.0    70  4.7 40
271 Manaus  BR  1586068307  -3.1    -60.02  80.6    88  4.7 99
272 Rudrapray?g IN  1586068323  30.28   78.98   81.09   13  5.23    0
273 Talcahuano  CL  1586068216  -36.72  -73.12  48.2    87  4.7 0
274 Nyurba  RU  1586068324  63.28   118.33  30.07   96  11.18   57
275 Mars‡ Ma?r??    EG  1586068324  31.35   27.25   60.8    67  11.41   42
276 Opochka RU  1586068324  56.71   28.66   37.04   73  9.66    3
277 Gandajika   CD  1586068324  -6.75   23.95   69.57   73  3.0 60
278 Takapau NZ  1586068324  -40.03  176.35  63.0    67  5.99    64
279 Biak    ID  1586068325  -0.91   122.88  83.44   71  5.35    68
280 Palmer  US  1586068325  42.16   -72.33  48.99   70  8.05    90
281 Esim    GH  1586068325  4.87    -2.24   79.97   83  2.95    90
282 Vard¿   NO  1586068325  70.37   31.11   30.6    90  10.11   100
283 Frome   GB  1586068325  51.23   -2.32   51.01   70  10.29   0
284 Beringovskiy    RU  1586068326  63.05   179.32  7.02    94  24.94   100
285 Tegul 'det   RU  1586068326  57.31   88.17   43.61   58  9.01    0
286 Ilulissat   GL  1586068206  69.22   -51.1   10.4    43  21.92   0
287 Inhambane   MZ  1586068326  -23.86  35.38   77.0    78  1.03    20
288 Mara‹   BR  1586068326  -1.83   -65.37  74.46   95  2.1 100
289 Hualmay PE  1586068327  -11.1   -77.61  71.26   78  5.39    15
290 Bella Union UY  1586068327  -30.28  -57.6   59.77   68  5.48    11
291 Zhangye CN  1586068327  38.93   100.45  60.37   16  5.55    37
292 Rio Grande  BR  1586068327  -32.03  -52.1   65.28   76  8.88    0
293 Biloela AU  1586068328  -24.42  150.5   85.82   31  8.5 0
294 Prince Rupert   CA  1586068328  54.32   -130.32 32.0    81  4.36    1
295 Marinette   US  1586068328  45.1    -87.63  30.2    100 3.36    1
296 Palma Soriano   CU  1586068328  20.22   -76.0   73.4    78  3.36    20
297 Gorontalo   ID  1586068329  0.54    123.06  87.58   67  0.87    28
298 Plettenberg Bay ZA  1586068329  -34.05  23.37   64.08   79  5.97    35
299 Leshukonskoye   RU  1586068329  64.9    45.76   28.49   93  8.59    78
300 Cap Malheureux  MU  1586068329  -19.98  57.61   84.0    74  11.41   75
301 LŸderitz    NA  1586068186  -26.65  15.16   55.4    100 2.24    23
302 Zaysan  KZ  1586068329  47.47   84.87   56.91   29  5.75    1
303 Aksarka RU  1586068330  66.56   67.8    33.55   98  10.51   100
304 Rosetta EG  1586068330  31.4    30.42   66.2    77  16.11   40
305 Aripuan‹    BR  1586068330  -9.17   -60.63  73.22   93  1.7 100
306 Rocha   UY  1586068330  -34.48  -54.33  57.07   78  6.04    0
307 Areosa  PT  1586068330  41.72   -8.86   63.0    77  23.04   40
308 Salihorsk   BY  1586068331  52.79   27.54   37.27   71  7.07    0
309 Cabra   ES  1586068331  37.47   -4.44   50.0    93  2.24    64
310 Huarmey PE  1586068331  -10.07  -78.15  73.13   76  5.14    60
311 Yab?lo  ET  1586068331  4.88    38.08   68.23   36  18.05   34
312 As?u    RO  1586068331  46.43   26.4    46.99   52  6.93    81
313 Portland    US  1586067929  45.52   -122.68 46.4    75  6.93    90
314 Hasaki  JP  1586068196  35.73   140.83  46.99   75  11.41   75
315 Imbituba    BR  1586068332  -28.24  -48.67  66.2    63  5.82    26
316 Santa Marta CO  1586068332  11.24   -74.2   80.01   83  1.99    22
317 Pak Phanang TH  1586068332  8.35    100.2   95.0    56  11.41   40
318 Sangar  RU  1586068333  63.92   127.47  18.41   92  10.71   97
319 Heishan CN  1586068333  41.69   122.11  57.87   24  8.59    0
320 Pelileo EC  1586068333  -1.32   -78.53  51.8    87  8.05    75
321 Chokurdakh  RU  1586068215  70.63   147.92  4.57    92  10.54   19
322 Galle   LK  1586068333  6.04    80.22   86.38   65  8.9 90
323 Bridlington GB  1586068334  54.08   -0.19   48.2    70  11.41   11
324 Acapulco de Ju‡rez  MX  1586068202  16.86   -99.89  78.8    83  3.36    20
325 Edd ER  1586068219  13.93   41.69   90.59   45  14.61   16
326 Taltal  CL  1586068334  -25.4   -70.48  64.24   75  3.22    54
327 Buraidah    SA  1586068173  26.33   43.98   77.0    29  9.17    0
328 Caravelas   BR  1586068193  -17.71  -39.25  78.1    84  12.44   99
329 U’ge    AO  1586068335  -7.61   15.06   70.66   75  0.43    100
330 S‹o Filipe  CV  1586068335  14.9    -24.5   71.51   79  16.89   2
331 Gelemso ET  1586068335  8.82    40.52   69.66   33  10.27   38
332 Pierre  US  1586068228  44.37   -100.35 35.01   64  6.93    1
333 Muscat  OM  1586068140  23.61   58.59   98.6    25  8.05    93
334 Umm Kaddadah    SD  1586068336  13.6    26.69   84.4    10  14.54   97
335 Semey   KZ  1586068336  50.41   80.23   55.4    43  4.47    0
336 Flinders    AU  1586068113  -34.58  150.86  77.0    37  17.22   23
337 Neiafu  TO  1586068337  -18.65  -173.98 78.8    74  11.41   75
338 Saldanha    ZA  1586068337  -33.01  17.94   59.0    87  6.93    91
339 †rŸmqi  CN  1586068337  43.8    87.6    69.8    9   2.24    21
340 Ostrovnoy   RU  1586068337  68.05   39.51   27.28   96  23.53   86
341 Kavieng PG  1586068179  -2.57   150.8   83.25   74  5.55    3
342 Bandarbeyla SO  1586068228  9.49    50.81   82.65   61  10.49   80
343 Rawson  AR  1586068338  -43.3   -65.1   55.87   39  10.76   0
344 Ibi‡    BR  1586068338  -19.48  -46.54  68.0    88  0.69    0
345 Mount Isa   AU  1586068246  -20.73  139.5   87.8    19  6.93    75
346 Caraquet    CA  1586068339  47.79   -64.94  30.2    86  2.24    90
347 Poum    NC  1586068339  -20.23  164.02  80.69   80  25.21   75
348 Ambilobe    MG  1586068339  -13.2   49.05   83.37   72  1.9 1
349 Amap‡   BR  1586068339  1.0 -52.0   72.34   95  1.99    100
350 JŠrvenpŠŠ   FI  1586068339  60.47   25.09   36.0    59  11.41   1
351 Vostok  RU  1586068340  46.49   135.88  30.51   76  3.04    100
352 Erzin   TR  1586068340  36.96   36.2    66.2    72  9.17    75
353 Daru    PG  1586068225  -9.08   143.21  84.72   66  8.55    7
354 Spokane US  1586068221  47.62   -117.37 39.99   64  6.44    90
355 Mezen '  RU  1586068340  65.85   44.24   24.8    90  11.54   16
356 Cocal   BR  1586068340  -28.62  -49.35  60.58   76  3.87    52
357 Longkou CN  1586068341  37.65   120.33  51.58   41  4.99    33
358 Hong Kong   HK  1586068082  22.29   114.16  66.2    82  9.17    40
359 Bohodukhiv  UA  1586068341  50.16   35.53   42.85   59  10.6    0
360 Souillac    MU  1586068202  -20.52  57.52   84.0    74  11.41   75
361 Kiryat Gat  IL  1586068342  31.61   34.76   84.2    20  12.75   87
362 Kostanay    KZ  1586068191  53.17   63.58   44.6    87  8.95    90
363 Salin—polis BR  1586068342  -0.61   -47.36  80.46   85  10.56   19
364 Mayo    US  1586068342  38.89   -76.51  53.6    76  3.85    90
365 Ucluelet    CA  1586068342  48.93   -125.55 39.0    85  7.4 86
366 Progreso    MX  1586068343  21.28   -89.67  82.4    58  13.87   5
367 Mogadishu   SO  1586068180  2.04    45.34   87.8    62  11.41   75
368 Binghamton  US  1586068202  42.1    -75.92  48.0    87  0.6 90
369 Steamboat Springs   US  1586068343  40.48   -106.83 41.0    48  4.7 90
370 Mlimba  TZ  1586068343  -8.8    35.82   77.5    68  0.87    80
371 Batouri CM  1586068344  4.43    14.37   71.4    77  3.65    94
372 Lashio  MM  1586068344  22.93   97.75   92.53   14  4.81    30
373 Erdaojiang  CN  1586068344  41.78   126.03  45.16   37  8.16    0
374 Abalak  RU  1586068344  58.13   68.59   38.68   87  10.83   100
